D_dist_mean,D_energy_mean,D_raw_mmd2u,D_sq_mean,N_dist_mean,N_energy_mean,N_raw_mmd2u,N_sq_mean,cdu_dist_shared,cdu_energy,cdu_ks,cdu_old_percomp,cdu_sq_shared,gate_dim,n_real,n_synth_per_density,pooled_gamma,run_suffix,seed,trunc_frac,variant
0.21949228715609223,0.007268225592163352,"[0.01635242, 0.10946153, 0.03990029]",0.05523807889208173,0.39555699054491855,0.019505112576462293,"[0.11930457, 0.13586167, 0.22341867]",0.1595283066471609,1.8021452856957005,2.6836140856019703,1.3513238289205705,1.4806394603040027,2.8880133025413555,3,600,500,112.96584979705474,_e048f0,42,0.0,rgb
0.16940336563821748,0.0039076941677532685,"[0.01290697, 0.06489024, 0.01956239]",0.032453200562335395,0.309338034754784,0.010883867680233791,"[0.08945501, 0.09290454, 0.10505465]",0.09580473099453786,1.8260442086812778,2.7852404034196665,1.3326963906581737,1.492201844190887,2.9520888335964965,3,600,500,143.96507887687525,_e048f0,123,0.0,rgb
0.21697201365751143,0.005805243022583312,"[0.01651646, 0.10655299, 0.03840624]",0.053825229959130194,0.4041933120144569,0.020285158228524468,"[0.18482489, 0.14978542, 0.15653582]",0.16371537376446557,1.8628822455068919,3.494282349526454,1.4876150035385698,1.4714685563176784,3.0416102985305513,3,600,500,169.0818870591768,_e048f0,456,0.0,rgb
0.28637189442167155,0.012197315165191671,"[0.03084121, 0.18239789, 0.06575038]",0.09299649259670735,0.33891615991792506,0.014311352341458436,"[0.13685363, 0.0905061, 0.11969443]",0.1156847203161439,1.1834826200467987,1.1733198779924732,1.0055505550555053,1.0320041794289756,1.2439686388800415,3,600,500,115.52820017994813,_e048f0,789,0.0,rgb
0.29204090926950127,0.011116922535290216,"[0.04009024, 0.19017277, 0.05750847]",0.09592382502885766,0.5965555968986428,0.048982805353312446,"[0.38932821, 0.33849699, 0.34093937]",0.35625485927284545,2.0427124350175516,4.406147942276159,1.5926509186351698,1.568430033257057,3.713935085112275,3,600,500,143.75189309357972,_e048f0,2024,0.0,rgb
0.21919394829739902,0.005339505609228194,"[0.02096686, 0.10527255, 0.03546636]",0.05390192332529775,0.4150805446752483,0.02129279756618253,"[0.16546422, 0.14225509, 0.21279909]",0.17350613091601294,1.8936679041525057,3.9877844737877006,1.3973063973063973,1.5254027239969399,3.2189228178168077,3,600,500,225.3944534389402,_e048f0,7,0.0,rgb
0.2614481323517776,0.010462621119429827,"[0.0284875, 0.15356179, 0.05003828]",0.07736252344404382,0.41066098894183795,0.021867803465420766,"[0.18026322, 0.15141501, 0.17496484]",0.1688810232769562,1.570716857863398,2.0900884411087683,1.211461229533519,1.2640402682548202,2.182982350609434,3,600,500,107.41088097975046,_e048f0,17,0.0,rgb
0.2316013112876699,0.007721785983819511,"[0.03458792, 0.12112765, 0.02585396]",0.06052317866212772,0.4882337809071607,0.03624884658487995,"[0.20900239, 0.22195723, 0.28773588]",0.2395651673489381,2.1080786554819197,4.694360431749468,1.6465986394557823,1.7892976168156804,3.9582383583373426,3,600,500,128.73257334735013,_e048f0,71,0.0,rgb
0.26334997991264053,0.009674195810852262,"[0.03120373, 0.15571956, 0.0478695]",0.07826426163656956,0.5235812866719033,0.032794184162068335,"[0.23632832, 0.25288997, 0.33840523]",0.27587450787084566,1.9881576860024355,3.3898615247461366,1.4966433158201982,1.5541592188674682,3.5249103754649265,3,600,500,137.71133186116106,_e048f0,137,0.0,rgb
0.16524254978857073,0.00700780112224376,"[0.00633638, 0.0593684, 0.02974588]",0.031816886130016174,0.42934263547559287,0.04569718831418612,"[0.18451962, 0.19770409, 0.17125622]",0.18449331186992954,2.598257143967704,6.520902565162234,2.1682139699381073,2.353399591006814,5.798597358522707,3,600,500,62.03860745452706,_e048f0,271,0.0,rgb
