di_ks,di_mmd,dose,family,gate_input,ks_denominator_synth_cross,ks_numerator_real_synth,mmd_cross_by_beta_pair,mmd_denominator_synth_cross,mmd_numerator_real_synth,mmd_real_by_beta,seed,variant
1.198377581120944,1.0485385121147912,0,noise,tsp_grad_mag,0.2008888888888889,0.24074074074074078,"{""beta_0.005_vs_beta_0.01"": 0.17267702315951908, ""beta_0.005_vs_beta_0.02"": 0.3993711539025098, ""beta_0.01_vs_beta_0.02"": 0.24156758794961813}",0.2712052550038824,0.28436915455948336,"{""beta_0.005"": 0.3079825203330938, ""beta_0.01"": 0.26106047799777643, ""beta_0.02"": 0.2840644653475798}",42,tsp_grad_mag
1.1782381485628968,1.0399793721717985,1,noise,tsp_grad_mag,0.19844444444444442,0.23381481481481484,"{""beta_0.005_vs_beta_0.01"": 0.16636777728434815, ""beta_0.005_vs_beta_0.02"": 0.3897247298053069, ""beta_0.01_vs_beta_0.02"": 0.24007376964432994}",0.26538875891132835,0.275998834874056,"{""beta_0.005"": 0.31165829294004355, ""beta_0.01"": 0.2579901821789792, ""beta_0.02"": 0.2583480295031453}",42,tsp_grad_mag
1.12048417132216,1.0078105682274894,2,noise,tsp_grad_mag,0.1988888888888889,0.22285185185185186,"{""beta_0.005_vs_beta_0.01"": 0.15624439212734964, ""beta_0.005_vs_beta_0.02"": 0.38643887493737256, ""beta_0.01_vs_beta_0.02"": 0.24772395220162088}",0.26346907308878104,0.2655269162599743,"{""beta_0.005"": 0.31470809486079826, ""beta_0.01"": 0.25241485104256567, ""beta_0.02"": 0.229457802876559}",42,tsp_grad_mag
1.1071829405162739,1.0154395031031074,3,noise,tsp_grad_mag,0.19799999999999998,0.2192222222222222,"{""beta_0.005_vs_beta_0.01"": 0.14092015179760833, ""beta_0.005_vs_beta_0.02"": 0.3767588269683474, ""beta_0.01_vs_beta_0.02"": 0.2554895401732955}",0.25772283964641707,0.26170195222887954,"{""beta_0.005"": 0.3245785888157379, ""beta_0.01"": 0.25931304961830437, ""beta_0.02"": 0.2012142182525964}",42,tsp_grad_mag
1.1301000769822942,1.1905133566513557,4,noise,tsp_grad_mag,0.19244444444444445,0.2174814814814815,"{""beta_0.005_vs_beta_0.01"": 0.11732241473271157, ""beta_0.005_vs_beta_0.02"": 0.3451267107691338, ""beta_0.01_vs_beta_0.02"": 0.2455369337982906}",0.2359953531000453,0.28095561997325685,"{""beta_0.005"": 0.35144980770439677, ""beta_0.01"": 0.29346478210111754, ""beta_0.02"": 0.19795227011425628}",42,tsp_grad_mag
1.307519640852974,1.3065002474784122,0,noise,tsp_grad_mag,0.19800000000000004,0.2588888888888889,"{""beta_0.005_vs_beta_0.01"": 0.14336984389733798, ""beta_0.005_vs_beta_0.02"": 0.35198809285701893, ""beta_0.01_vs_beta_0.02"": 0.22773866001719642}",0.2410321989238511,0.31490862754427734,"{""beta_0.005"": 0.38405564145902965, ""beta_0.01"": 0.3225218625691453, ""beta_0.02"": 0.23814837860465699}",123,tsp_grad_mag
1.3124521072796933,1.2966076871167729,1,noise,tsp_grad_mag,0.19333333333333333,0.2537407407407407,"{""beta_0.005_vs_beta_0.01"": 0.14157980377446383, ""beta_0.005_vs_beta_0.02"": 0.34950190713639373, ""beta_0.01_vs_beta_0.02"": 0.22733709063401003}",0.2394729338482892,0.31050244688409817,"{""beta_0.005"": 0.3819398310136476, ""beta_0.01"": 0.31945355560009203, ""beta_0.02"": 0.2301139540385549}",123,tsp_grad_mag
1.2762183235867446,1.2963979624948336,2,noise,tsp_grad_mag,0.19000000000000003,0.2424814814814815,"{""beta_0.005_vs_beta_0.01"": 0.13165849682806022, ""beta_0.005_vs_beta_0.02"": 0.34217322440351966, ""beta_0.01_vs_beta_0.02"": 0.22881773537743647}",0.23421648553633878,0.30363777463201025,"{""beta_0.005"": 0.372376839494715, ""beta_0.01"": 0.3139389712723923, ""beta_0.02"": 0.2245975131289235}",123,tsp_grad_mag
1.3025851938895416,1.4043390721833775,3,noise,tsp_grad_mag,0.18911111111111112,0.24633333333333332,"{""beta_0.005_vs_beta_0.01"": 0.12022249922972257, ""beta_0.005_vs_beta_0.02"": 0.32763033447790657, ""beta_0.01_vs_beta_0.02"": 0.22401537093603935}",0.22395606821455616,0.314510257046267,"{""beta_0.005"": 0.3759606503912901, ""beta_0.01"": 0.32620080666074386, ""beta_0.02"": 0.24136931408676704}",123,tsp_grad_mag
1.3615238095238096,1.5301296004501288,4,noise,tsp_grad_mag,0.19444444444444445,0.2647407407407408,"{""beta_0.005_vs_beta_0.01"": 0.11239763621368318, ""beta_0.005_vs_beta_0.02"": 0.32751507146741266, ""beta_0.01_vs_beta_0.02"": 0.23034618838376816}",0.22341963202162132,0.34186099227795824,"{""beta_0.005"": 0.3972554696628592, ""beta_0.01"": 0.3551683963168522, ""beta_0.02"": 0.27315911085416344}",123,tsp_grad_mag
